4 17 -2.4497720911755554
18 18 89295665425899.97
14 15 -5886448.888255767
5 1 0.15592448293623584
6 0 0.09047539154589039
2 11 -0.011618783380305042
3 12 -0.12606209562358486
15 16 -38931442.58443023
9 12 -1318.6359677907499
12 14 -181011.55860384842
4 15 -1.5999968706280614
7 3 0.7676317512752314
13 4 14.10577688348565
7 4 1.7429185241417005
9 10 -972.9858294278807
17 3 25.555036074522636
2 8 -0.022675969371921127
7 18 -1355.8618354315115
6 17 -150.36511151795014
2 3 -0.29251189747407047
17 19 -2711501213.613263
19 12 2381741.3955791583
9 0 0.1219744326565336
7 0 0.09461557702483518
2 2 2.718281828459045
8 14 -847.1487092209862
5 14 -8.697010469045177
9 2 0.5807556858098182
2 13 -0.008237769270189607
11 2 1.0412422649541293
6 10 -12.716588105740703
17 12 751887.6135417097
8 0 0.10499644237143123
12 18 -1882257.8027239882
2 2 2.718281828459045
17 6 701.4163925167654
3 14 -0.1365009957082285
12 5 24.875518175753292
2 11 -0.011618783380305042
19 5 581.8154927034864
